datetime,Open,High,Low,Close,Volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,pivothigh,pivotlow,break_pivot_high,break_pivot_low,pivot_high_change,pivot_low_change,rebreak_high,rebreak_low,Equity
2021-01-05 08:00:00,30844.25,31850.0,30840.0,31824.53,48811.217,2021-01-05 11:59:59.999,1533758228.41115,371275.0,25259.526,793916740.55427,0,34472.24,30760.39,0,0,0,0,0,0,100000.0
2021-01-05 12:00:00,31816.47,32450.05,31142.74,32133.79,60353.728,2021-01-05 15:59:59.999,1922691630.59501,444853.0,28920.041,921587043.75236,0,34472.24,30760.39,0,0,0,0,0,0,100000.0
2021-01-05 16:00:00,32130.05,34300.0,31802.25,33747.0,88437.876,2021-01-05 19:59:59.999,2927684059.63465,647112.0,45518.734,1507255211.87547,0,34472.24,30760.39,0,0,0,0,0,0,100000.0
2021-01-05 20:00:00,33747.0,34500.0,33405.0,33999.52,61020.472,2021-01-05 23:59:59.999,2071485345.04477,470184.0,29824.789,1012775890.09962,0,34472.24,30760.39,0,0,0,0,0,0,100000.0
2021-01-06 00:00:00,33999.51,34244.66,33356.46,34182.5,51226.021,2021-01-06 03:59:59.999,1734122386.87309,365878.0,24389.74,826090641.98582,0,34472.24,30760.39,0,0,0,0,0,0,100000.0
2021-01-06 04:00:00,34182.5,35948.66,34173.2,34718.61,101468.715,2021-01-06 07:59:59.999,3562750251.63361,712362.0,50821.716,1785058838.05492,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-06 08:00:00,34716.88,35350.0,33650.0,34994.66,78586.335,2021-01-06 11:59:59.999,2709090325.71417,584490.0,39245.094,1353363071.29202,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-06 12:00:00,34994.67,35195.53,34113.48,34606.4,52222.198,2021-01-06 15:59:59.999,1808369372.73302,445188.0,26246.365,909098479.9433,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-06 16:00:00,34606.39,35749.67,34371.33,34861.7,62878.183,2021-01-06 19:59:59.999,2207182054.75127,498096.0,32183.868,1130391148.00732,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-06 20:00:00,34861.71,37037.51,34330.0,36823.68,97638.378,2021-01-06 23:59:59.999,3493701660.4603,737766.0,48350.105,1731678805.00579,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 00:00:00,36825.77,37795.42,36500.0,37555.54,65150.225,2021-01-07 03:59:59.999,2417331906.10363,505968.0,32215.17,1195764198.78883,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 04:00:00,37554.98,37790.36,36751.0,36906.64,44904.742,2021-01-07 07:59:59.999,1674110468.03064,379046.0,21413.174,798497830.95065,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 08:00:00,36909.86,38055.0,36337.36,37920.0,50755.317,2021-01-07 11:59:59.999,1887926608.30237,436158.0,26067.733,970174268.13992,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 12:00:00,37919.72,39050.0,37558.8,39049.99,71581.266,2021-01-07 15:59:59.999,2741980465.86405,589254.0,36143.765,1385050608.43785,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 16:00:00,39050.0,40565.62,36690.56,39128.05,211417.177,2021-01-07 19:59:59.999,8233855051.70188,1410913.0,104489.892,4072161374.26891,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-07 20:00:00,39128.04,40129.87,38426.23,39498.92,76339.181,2021-01-07 23:59:59.999,3000355004.78909,615369.0,37615.234,1478838115.03495,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 00:00:00,39498.32,39818.77,36539.77,38374.71,94854.418,2021-01-08 03:59:59.999,3612280184.19113,734147.0,45165.356,1720876660.89959,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 04:00:00,38374.72,39200.0,37615.0,38965.76,50960.45,2021-01-08 07:59:59.999,1963159150.20768,430171.0,24742.318,953520196.95275,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 08:00:00,38965.8,41800.0,38250.87,41399.98,97659.08,2021-01-08 11:59:59.999,3930151898.28147,796149.0,50785.842,2043950894.39851,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 12:00:00,41399.98,42125.51,39726.37,40879.4,114343.463,2021-01-08 15:59:59.999,4706240252.16467,892399.0,54854.11,2258926988.66573,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 16:00:00,40877.97,41689.84,39800.0,40426.44,74496.712,2021-01-08 19:59:59.999,3038049320.88726,634468.0,36465.392,1487610869.97125,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-08 20:00:00,40426.44,41000.0,38655.0,40637.23,85766.703,2021-01-08 23:59:59.999,3417385048.76265,759677.0,42331.149,1687979655.15545,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 00:00:00,40638.91,41045.93,39545.0,40275.85,47033.184,2021-01-09 03:59:59.999,1893230055.25312,408459.0,22466.75,904415138.33268,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 04:00:00,40275.84,40555.0,38733.28,39683.38,52466.203,2021-01-09 07:59:59.999,2074896304.91037,467689.0,25350.143,1002904342.55719,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 08:00:00,39683.38,41375.0,39330.24,40639.04,54381.641,2021-01-09 11:59:59.999,2202511815.23173,496003.0,27134.663,1098885457.92617,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 12:00:00,40639.69,41539.88,40250.0,40600.0,44530.016,2021-01-09 15:59:59.999,1821393735.44151,439770.0,21265.166,870359342.90132,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 16:00:00,40600.01,40980.48,39850.0,40769.42,32067.013,2021-01-09 19:59:59.999,1298469164.34428,347825.0,15295.963,619824730.00519,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-09 20:00:00,40769.42,40892.0,39901.0,40136.04,30404.748,2021-01-09 23:59:59.999,1230021938.22584,330180.0,14592.63,590491779.47543,0,34472.24,30760.39,1,0,0,0,0,0,100000.0
2021-01-10 00:00:00,40136.05,41412.12,40125.56,40393.5,43262.566,2021-01-10 03:59:59.999,1768618905.47105,370492.0,21765.361,890022608.52977,0,41399.98,30760.39,0,0,1,0,0,0,100000.0
2021-01-10 04:00:00,40388.17,41153.43,40100.0,41056.69,29130.303,2021-01-10 07:59:59.999,1185583572.02437,280668.0,15533.011,632387163.16838,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-10 08:00:00,41056.69,41226.26,38847.01,39233.99,71766.663,2021-01-10 11:59:59.999,2878434658.73756,619850.0,32937.123,1321768633.30348,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-10 12:00:00,39233.99,40118.09,38500.0,39723.0,66000.225,2021-01-10 15:59:59.999,2608796145.17036,582504.0,32954.551,1303588281.57877,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-10 16:00:00,39723.0,39813.81,37184.9,37531.91,107252.238,2021-01-10 19:59:59.999,4111531927.08755,871284.0,50309.742,1929109614.30594,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-10 20:00:00,37533.15,39080.0,35268.0,38221.67,119347.053,2021-01-10 23:59:59.999,4474128226.06016,974260.0,58217.435,2185119634.32362,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 00:00:00,38200.01,38322.18,33600.0,35473.52,150147.346,2021-01-11 03:59:59.999,5410498032.8207,1163386.0,71068.802,2563036624.48639,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 04:00:00,35469.47,36003.03,32600.0,34399.95,185211.133,2021-01-11 07:59:59.999,6348293415.39661,1436486.0,90751.202,3112855347.65224,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 08:00:00,34399.95,36399.99,34077.0,34218.66,99708.144,2021-01-11 11:59:59.999,3517802922.2956,826610.0,48841.535,1723998907.90629,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 12:00:00,34225.1,35146.14,31146.15,31618.49,204420.217,2021-01-11 15:59:59.999,6772314892.36433,1708551.0,99046.328,3283213307.02581,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 16:00:00,31618.49,33570.58,30448.0,32282.08,169217.959,2021-01-11 19:59:59.999,5395594306.73994,1456147.0,84228.513,2686437895.4958,0,41399.98,30760.39,0,0,0,0,0,0,100000.0
2021-01-11 20:00:00,32284.74,35619.0,31441.65,35408.46,97570.852,2021-01-11 23:59:59.999,3297653025.73675,892476.0,49760.21,1683329965.57185,0,41056.69,30760.39,0,0,1,0,1,0,100000.0
2021-01-12 00:00:00,35406.92,35536.55,33727.32,35020.0,61524.382,2021-01-12 03:59:59.999,2132609820.60346,603765.0,30010.706,1040368316.16559,0,41056.69,30760.39,0,0,0,0,0,0,100000.0
2021-01-12 04:00:00,35019.09,36693.44,34543.79,36452.84,64194.518,2021-01-12 07:59:59.999,2292037204.5453,640650.0,33294.523,1188673889.50459,0,41056.69,30760.39,0,0,0,0,0,0,100000.0
2021-01-12 08:00:00,36447.1,36550.0,34789.92,35451.0,70760.384,2021-01-12 11:59:59.999,2522354645.9113,697180.0,33899.511,1208879729.08244,0,41056.69,31618.49,0,0,0,1,0,0,100000.0
2021-01-12 12:00:00,35452.47,35720.0,32600.0,33861.95,117197.317,2021-01-12 15:59:59.999,3982796516.11159,1058951.0,56675.683,1927077033.15203,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-12 16:00:00,33861.94,35584.79,33840.77,34722.18,65893.912,2021-01-12 19:59:59.999,2293728430.67812,632185.0,32683.248,1137835146.53679,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-12 20:00:00,34722.18,35075.21,33300.0,34056.9,69495.18,2021-01-12 23:59:59.999,2367169321.00247,659913.0,35716.157,1217091151.23065,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 00:00:00,34065.53,34430.0,32420.0,33842.49,90756.065,2021-01-13 03:59:59.999,3019162238.71656,854138.0,44299.607,1474484699.81717,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 04:00:00,33843.03,35200.0,32827.5,35019.26,67453.618,2021-01-13 07:59:59.999,2280784973.17909,608828.0,35309.765,1194930393.57241,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 08:00:00,35019.26,35325.39,34212.39,34428.04,66588.972,2021-01-13 11:59:59.999,2313988902.9307,595598.0,32519.942,1130650204.53749,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 12:00:00,34431.81,35188.45,34035.0,34711.76,56667.082,2021-01-13 15:59:59.999,1958327816.13843,538244.0,27133.504,938006703.89153,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 16:00:00,34711.35,36235.59,34421.39,36035.43,49534.865,2021-01-13 19:59:59.999,1752132754.22442,506520.0,25981.591,919201113.50067,0,41056.69,31618.49,0,0,0,0,0,0,100000.0
2021-01-13 20:00:00,36035.42,37880.0,35762.22,37421.07,67187.486,2021-01-13 23:59:59.999,2478694929.86237,698039.0,34133.275,1259721750.36837,0,41056.69,33842.49,0,0,0,1,0,0,100000.0
2021-01-14 00:00:00,37416.34,38273.36,37051.0,37103.0,48347.482,2021-01-14 03:59:59.999,1819044160.74915,516545.0,24382.913,917619512.27318,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-14 04:00:00,37107.37,38665.0,36764.33,38240.0,52370.868,2021-01-14 07:59:59.999,1980904313.88039,511192.0,26564.131,1005128138.38121,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-14 08:00:00,38235.8,38850.0,37949.99,38415.39,46348.715,2021-01-14 11:59:59.999,1778638721.20787,503132.0,23223.091,891399360.82425,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-14 12:00:00,38415.38,40189.39,37760.0,39580.96,92618.515,2021-01-14 15:59:59.999,3628687994.06506,846289.0,47458.413,1860869306.58293,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-14 16:00:00,39580.96,40061.83,39241.0,39925.5,50943.562,2021-01-14 19:59:59.999,2019942727.6344,537659.0,24772.37,982616822.58039,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-14 20:00:00,39923.48,39999.0,38385.0,39163.31,62513.244,2021-01-14 23:59:59.999,2436535805.86622,586696.0,29442.828,1148133533.55842,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 00:00:00,39163.31,39790.0,38500.0,38749.01,39127.887,2021-01-15 03:59:59.999,1535550702.04924,450960.0,18901.263,741914036.63421,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 04:00:00,38747.7,38899.0,37630.0,38510.21,55242.035,2021-01-15 07:59:59.999,2114100570.1221,535735.0,26396.534,1010740515.60863,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 08:00:00,38510.21,38850.0,37970.0,38168.33,40390.525,2021-01-15 11:59:59.999,1552075323.31232,439541.0,19929.405,766086656.572,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 12:00:00,38163.34,38248.98,35350.0,35691.31,103778.81,2021-01-15 15:59:59.999,3836841745.90771,961856.0,49367.437,1826753168.0865,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 16:00:00,35692.45,36470.0,34478.0,35255.64,140928.716,2021-01-15 19:59:59.999,5019723291.65461,1232157.0,70165.226,2500979057.53551,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-15 20:00:00,35255.38,36930.0,34820.0,36755.24,58142.14,2021-01-15 23:59:59.999,2090238493.30597,592392.0,30925.537,1112255732.68657,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-16 00:00:00,36755.25,37687.0,36030.4,36564.81,52060.211,2021-01-16 03:59:59.999,1921026263.30234,489815.0,25271.468,933164752.4237,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-16 04:00:00,36566.05,37007.97,35528.72,36599.68,42734.791,2021-01-16 07:59:59.999,1550891732.35225,445150.0,21577.914,783861300.28631,0,41056.69,33842.49,0,0,0,0,0,0,100000.0
2021-01-16 08:00:00,36599.7,38000.0,36405.59,37750.0,52517.043,2021-01-16 11:59:59.999,1965185416.76758,527437.0,26625.368,996497345.78966,0,39925.5,33842.49,0,0,1,0,0,0,102304.96077
2021-01-16 12:00:00,37750.0,37950.7,36707.91,37513.79,58119.136,2021-01-16 15:59:59.999,2169991600.37804,579256.0,28272.169,1056020178.27132,0,39925.5,35255.64,0,0,0,1,0,0,102304.96077
2021-01-16 16:00:00,37513.79,37793.43,36217.97,36420.5,49531.988,2021-01-16 19:59:59.999,1828341610.45158,501986.0,22777.973,841372689.19933,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-16 20:00:00,36421.89,36855.75,35366.0,36025.66,46139.308,2021-01-16 23:59:59.999,1668218066.55661,467413.0,21984.489,795403313.76496,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-17 00:00:00,36025.65,36789.0,35563.97,36221.21,34160.777,2021-01-17 03:59:59.999,1237938154.88897,360063.0,17433.123,632048843.35067,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-17 04:00:00,36221.21,36431.22,34522.88,34787.55,51564.865,2021-01-17 07:59:59.999,1825261333.11178,527162.0,23894.588,846209379.72951,0,39925.5,35255.64,0,1,0,0,0,0,102304.96077
2021-01-17 08:00:00,34787.76,35398.0,33863.5,35270.41,73668.71,2021-01-17 11:59:59.999,2554588959.61556,724886.0,36780.242,1276388760.81903,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-17 12:00:00,35270.82,36000.0,34710.1,35749.53,53860.885,2021-01-17 15:59:59.999,1900853532.30993,499431.0,27171.28,959649062.2274,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-17 16:00:00,35744.9,36196.0,35561.0,35657.41,35568.074,2021-01-17 19:59:59.999,1276302275.41144,348373.0,18048.905,647899589.44528,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-17 20:00:00,35657.42,36898.0,35590.87,35869.83,38862.818,2021-01-17 23:59:59.999,1411058189.68008,372639.0,19421.08,705126542.36153,0,39925.5,35255.64,0,0,0,0,0,0,102304.96077
2021-01-18 00:00:00,35875.72,36260.0,34875.0,35148.25,34971.262,2021-01-18 03:59:59.999,1247457187.04209,367098.0,16603.851,592504656.38551,0,39925.5,34787.55,0,0,0,1,0,1,102304.96077
2021-01-18 04:00:00,35148.25,36298.0,34808.47,36139.12,37278.176,2021-01-18 07:59:59.999,1322745553.81258,401893.0,19610.974,696023483.85036,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-18 08:00:00,36139.11,36711.0,35831.8,36499.32,43684.731,2021-01-18 11:59:59.999,1586140616.14908,436221.0,21530.038,782241202.39519,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-18 12:00:00,36495.53,37547.94,36099.63,36448.42,67399.472,2021-01-18 15:59:59.999,2482941276.61737,592519.0,34004.564,1253154110.33266,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-18 16:00:00,36448.41,36612.95,35436.27,35988.74,44306.967,2021-01-18 19:59:59.999,1591926573.05941,419513.0,22346.23,803009322.94386,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-18 20:00:00,35988.75,36835.84,35850.0,36686.86,25746.095,2021-01-18 23:59:59.999,935996913.0213,292349.0,12833.621,466360449.42259,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 00:00:00,36690.0,37420.0,36432.31,36555.99,40085.49,2021-01-19 03:59:59.999,1478826852.26315,391416.0,19682.947,726543335.15579,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 04:00:00,36556.0,37304.34,36210.0,37225.61,30030.45,2021-01-19 07:59:59.999,1100333751.4298,306419.0,15952.33,584605161.51024,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 08:00:00,37226.0,37661.36,36802.01,37387.97,48302.558,2021-01-19 11:59:59.999,1800328117.65976,442793.0,22886.645,853522186.75116,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 12:00:00,37387.98,37589.06,36680.0,37376.48,41909.756,2021-01-19 15:59:59.999,1555905533.4012,409171.0,21238.407,788710225.59072,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 16:00:00,37376.48,37961.0,36120.28,36346.35,59308.305,2021-01-19 19:59:59.999,2199832903.3257,551879.0,28745.888,1067440643.1928,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-19 20:00:00,36346.15,36843.99,35850.0,35891.03,38252.86,2021-01-19 23:59:59.999,1394975275.29288,361382.0,19240.958,702156652.74673,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-20 00:00:00,35891.74,36461.44,34989.41,35097.16,53608.553,2021-01-20 03:59:59.999,1921165543.16745,456980.0,25626.11,918916881.85896,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-20 04:00:00,35098.12,35855.0,34750.0,35679.08,43560.721,2021-01-20 07:59:59.999,1540827016.539,419541.0,22020.586,779349967.83134,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-20 08:00:00,35679.08,35985.0,34020.0,34463.47,71417.169,2021-01-20 11:59:59.999,2488954331.35809,671670.0,32973.945,1149918366.58744,0,39925.5,34787.55,0,1,0,0,0,0,102304.96077
2021-01-20 12:00:00,34467.41,35175.0,34033.65,34226.78,60905.324,2021-01-20 15:59:59.999,2111547354.12045,577975.0,30176.209,1046816741.94803,0,39925.5,34787.55,0,1,0,0,0,0,102304.96077
2021-01-20 16:00:00,34226.79,35368.18,33403.0,35227.77,68358.758,2021-01-20 19:59:59.999,2358263031.17793,597949.0,33874.841,1169650252.81402,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-20 20:00:00,35227.77,35721.0,34522.0,35500.0,31341.894,2021-01-20 23:59:59.999,1100368889.15996,345066.0,15530.663,545289044.56841,0,39925.5,34787.55,0,0,0,0,0,0,102304.96077
2021-01-21 00:00:00,35499.23,35636.17,34256.21,34608.01,38253.679,2021-01-21 03:59:59.999,1332463300.46397,393654.0,18834.842,656224466.61251,0,37387.97,34787.55,0,1,1,0,0,1,102304.96077
2021-01-21 04:00:00,34607.14,35073.29,34000.0,34681.91,41195.325,2021-01-21 07:59:59.999,1424760424.05314,407116.0,19513.092,675096753.65927,0,37387.97,34787.55,0,1,0,0,0,0,102304.96077
2021-01-21 08:00:00,34681.91,34728.2,32050.0,32247.3,135334.907,2021-01-21 11:59:59.999,4471068105.90719,1115062.0,65591.15,2166800512.66402,0,37387.97,34226.78,0,1,0,1,0,0,105172.21299500001
2021-01-21 12:00:00,32247.14,32800.0,31032.66,31422.1,149193.634,2021-01-21 15:59:59.999,4753924073.9224,1204202.0,73004.278,2327448498.12972,0,37387.97,34226.78,0,1,0,0,0,0,105172.21299500001
2021-01-21 16:00:00,31426.01,32749.0,31058.0,32473.64,94812.406,2021-01-21 19:59:59.999,3018196666.75351,816180.0,49214.111,1567660691.73917,0,37387.97,34226.78,0,1,0,0,0,0,105172.21299500001
2021-01-21 20:00:00,32473.65,32567.47,30069.9,30879.97,91772.326,2021-01-21 23:59:59.999,2863433092.91783,831760.0,43492.208,1357720303.09668,0,37387.97,34226.78,0,1,0,0,0,0,105172.21299500001
2021-01-22 00:00:00,30875.77,31050.91,28880.0,30944.04,132206.116,2021-01-22 03:59:59.999,3963536889.60748,1121646.0,65067.898,1952247755.60773,0,37387.97,34226.78,0,1,0,0,0,0,105172.21299500001
2021-01-22 04:00:00,30944.04,32090.37,30650.27,30875.13,74686.077,2021-01-22 07:59:59.999,2340109858.48546,660718.0,36524.927,1145362090.1533,0,37387.97,34226.78,0,1,0,0,0,0,105172.21299500001
