datetime,Open,High,Low,Close,Volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,pivothigh,pivotlow,break_pivot_high,break_pivot_low,pivot_high_change,pivot_low_change,rebreak_high,rebreak_low,Equity
2022-05-05 04:00:00,39731.3,39845.0,39515.8,39585.4,22147.53,2022-05-05 07:59:59.999,877919938.46779,257176.0,11085.06,439476747.42739,0,38869.6,37707.3,1,0,0,0,0,0,105931.49627000002
2022-05-05 08:00:00,39585.4,39636.0,39410.0,39499.0,25671.699,2022-05-05 11:59:59.999,1014553190.26759,294770.0,12286.356,485619529.4851,0,38869.6,37707.3,1,0,0,0,0,0,105931.49627000002
2022-05-05 12:00:00,39499.0,39550.0,35535.1,36886.4,242107.223,2022-05-05 15:59:59.999,9161055726.57966,2078602.0,110247.258,4170664356.24606,0,38869.6,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-05 16:00:00,36886.5,37332.3,35388.0,36284.0,186123.835,2022-05-05 19:59:59.999,6783833759.47855,1680764.0,88051.774,3211549171.90136,0,38869.6,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-05 20:00:00,36281.3,36589.5,36107.1,36534.7,49033.865,2022-05-05 23:59:59.999,1783421633.27597,497337.0,24839.351,903666951.29188,0,38869.6,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-06 00:00:00,36533.7,36679.3,36128.8,36441.4,33726.308,2022-05-06 03:59:59.999,1227328378.34183,336972.0,15952.878,580607362.39584,0,38869.6,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-06 04:00:00,36442.5,36535.9,35800.0,36359.3,48495.881,2022-05-06 07:59:59.999,1756315544.6751,431260.0,23473.536,850162250.56183,0,38869.6,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-06 08:00:00,36359.3,36510.8,35550.0,35766.0,78237.25,2022-05-06 11:59:59.999,2819680221.97608,752701.0,37857.433,1364686381.34571,0,39855.2,37707.3,0,1,1,0,0,0,105931.49627000002
2022-05-06 12:00:00,35765.9,36426.4,35200.0,35989.1,187779.732,2022-05-06 15:59:59.999,6735941349.79505,1658737.0,94492.548,3390785404.43713,0,39855.2,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-06 16:00:00,35989.1,36234.6,35800.0,35980.3,61135.759,2022-05-06 19:59:59.999,2201377506.12498,584563.0,29766.323,1072094670.35867,0,39855.2,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-06 20:00:00,35981.5,36099.0,35843.8,35995.3,22604.31,2022-05-06 23:59:59.999,813194184.91947,234082.0,10929.367,393162375.50448,0,39855.2,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-07 00:00:00,35995.2,36044.7,35730.0,35796.1,19443.036,2022-05-07 03:59:59.999,698290460.10497,204425.0,8848.438,317827174.18219,0,39855.2,37707.3,0,1,0,0,0,0,105931.49627000002
2022-05-07 04:00:00,35796.1,35937.0,35702.9,35900.0,21211.6,2022-05-07 07:59:59.999,759906787.52304,241629.0,11527.825,413025283.17438,0,39855.2,35766.0,0,0,0,1,0,0,105931.49627000002
2022-05-07 08:00:00,35900.0,36138.0,35860.6,36042.3,21843.962,2022-05-07 11:59:59.999,786596585.01231,262713.0,11623.831,418598590.68741,0,39855.2,35766.0,0,0,0,0,0,0,105931.49627000002
2022-05-07 12:00:00,36042.3,36079.2,35840.2,35947.1,21134.147,2022-05-07 15:59:59.999,759759129.4687,246129.0,10141.03,364590353.62909,0,39855.2,35766.0,0,0,0,0,0,0,105931.49627000002
2022-05-07 16:00:00,35947.1,35986.9,35831.6,35858.4,13519.464,2022-05-07 19:59:59.999,485433071.27592,209394.0,6587.391,236538071.78711,0,39855.2,35766.0,0,0,0,0,0,0,105931.49627000002
2022-05-07 20:00:00,35858.3,35858.3,34700.0,35466.7,103112.624,2022-05-07 23:59:59.999,3640613885.06442,1047875.0,47629.98,1682210571.08815,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 00:00:00,35466.7,35504.0,34150.0,34475.7,117058.276,2022-05-08 03:59:59.999,4063959216.25711,1109908.0,56285.085,1954568428.42636,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 04:00:00,34475.7,34957.6,34316.9,34593.0,49870.222,2022-05-08 07:59:59.999,1726185385.76139,593954.0,24511.504,848529187.77933,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 08:00:00,34592.9,34872.8,34500.0,34781.2,33011.382,2022-05-08 11:59:59.999,1144141255.86238,451516.0,17314.618,600312191.07924,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 12:00:00,34780.5,34842.7,34256.5,34360.6,56965.243,2022-05-08 15:59:59.999,1966039862.50685,646829.0,27193.028,938629958.14601,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 16:00:00,34360.6,34765.0,33665.0,34585.5,122422.882,2022-05-08 19:59:59.999,4182008703.99897,1144422.0,61190.016,2091664162.85153,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-08 20:00:00,34585.5,34636.5,33870.0,34032.0,47544.579,2022-05-08 23:59:59.999,1628242921.12056,570341.0,22828.626,781835759.99163,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-09 00:00:00,34032.1,34243.3,33255.0,33567.0,82584.636,2022-05-09 03:59:59.999,2783102504.7978,874952.0,38982.832,1314313157.09155,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-09 04:00:00,33567.0,33842.9,33327.7,33509.7,51110.977,2022-05-09 07:59:59.999,1716578843.24162,599550.0,25724.061,864106036.40567,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-09 08:00:00,33509.7,33789.2,32620.0,33107.9,157966.313,2022-05-09 11:59:59.999,5236166155.31071,1379060.0,76153.595,2525276456.87126,0,39855.2,35766.0,0,1,0,0,0,1,105931.49627000002
2022-05-09 12:00:00,33108.0,33435.3,32044.0,32339.9,205646.254,2022-05-09 15:59:59.999,6729575281.92048,1726090.0,101078.462,3309382399.78086,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-09 16:00:00,32340.0,32599.3,30300.0,30923.8,370990.762,2022-05-09 19:59:59.999,11585677807.58703,2863677.0,182957.434,5713942511.3762,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-09 20:00:00,30930.2,31888.5,30003.6,30056.6,210480.77,2022-05-09 23:59:59.999,6533984425.55604,1741450.0,104752.122,3253812128.44436,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-10 00:00:00,30056.0,31488.0,29701.4,30640.9,193239.648,2022-05-10 03:59:59.999,5921012967.31987,1706595.0,99997.419,3065020663.14576,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-10 04:00:00,30640.8,32650.0,30591.8,31603.1,160984.632,2022-05-10 07:59:59.999,5118093419.09005,1445154.0,84318.386,2680304672.17609,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-10 08:00:00,31602.8,32035.1,31231.0,31623.1,111076.978,2022-05-10 11:59:59.999,3508949005.0695,1065571.0,55559.911,1755606548.79812,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-10 12:00:00,31623.1,32387.4,30828.1,31314.3,188046.309,2022-05-10 15:59:59.999,5940898654.38616,1749724.0,95596.44,3021273344.08312,0,39855.2,35766.0,0,1,0,0,0,0,105931.49627000002
2022-05-10 16:00:00,31314.3,31788.0,30949.8,31318.0,89761.771,2022-05-10 19:59:59.999,2820319036.27171,973479.0,45385.165,1426307003.84371,0,39855.2,30056.6,0,0,0,1,0,0,107689.18332000003
2022-05-10 20:00:00,31318.0,31346.4,30129.6,31002.1,120069.623,2022-05-10 23:59:59.999,3693519240.85467,1093062.0,60240.143,1853355277.88499,0,39855.2,30056.6,0,0,0,0,0,0,107689.18332000003
2022-05-11 00:00:00,31002.1,31682.0,30612.2,31190.0,74659.367,2022-05-11 03:59:59.999,2326642640.46096,786804.0,37380.527,1165155247.23367,0,39855.2,30056.6,0,0,0,0,0,0,107689.18332000003
2022-05-11 04:00:00,31190.0,31908.8,30188.0,30598.9,120154.604,2022-05-11 07:59:59.999,3719748767.82041,1105191.0,59968.802,1857323061.18917,0,39855.2,30056.6,0,0,0,0,0,0,107689.18332000003
2022-05-11 08:00:00,30598.9,32197.6,30366.5,31517.1,143866.722,2022-05-11 11:59:59.999,4518644060.46645,1311624.0,75287.015,2365289676.92109,0,39855.2,30056.6,0,0,0,0,0,0,107689.18332000003
2022-05-11 12:00:00,31517.1,32067.9,29000.0,30971.3,384537.729,2022-05-11 15:59:59.999,11749878861.84316,3142144.0,191548.572,5854693539.7396,0,39855.2,30056.6,0,0,0,0,0,0,107689.18332000003
2022-05-11 16:00:00,30971.4,31129.9,29156.5,29360.5,178618.81,2022-05-11 19:59:59.999,5363860720.53596,1656123.0,88312.749,2652600389.50193,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-11 20:00:00,29360.5,29655.0,27651.0,29074.7,200038.74,2022-05-11 23:59:59.999,5753884553.54387,1993692.0,97303.807,2800874804.47906,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 00:00:00,29077.9,30257.0,28333.0,28380.9,129993.771,2022-05-12 03:59:59.999,3804347918.71945,1287105.0,65820.134,1927516747.38048,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 04:00:00,28380.8,28600.0,26631.0,28151.9,277899.131,2022-05-12 07:59:59.999,7650558957.87022,2748101.0,136828.856,3768940338.10166,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 08:00:00,28151.4,29269.0,27450.0,28460.5,156759.38,2022-05-12 11:59:59.999,4432928028.0453,1647672.0,81187.272,2297107393.83447,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 12:00:00,28460.5,29799.0,27888.8,29015.1,190330.787,2022-05-12 15:59:59.999,5467591581.3107,1802508.0,97278.796,2796156580.1535,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 16:00:00,29015.0,29959.8,28161.3,28622.7,140723.741,2022-05-12 19:59:59.999,4085584816.4655,1309088.0,70603.834,2051050399.84786,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-12 20:00:00,28622.2,29299.8,27968.6,29020.7,68768.779,2022-05-12 23:59:59.999,1971602652.17043,750713.0,35235.098,1010879584.7589,0,39855.2,30056.6,0,1,0,0,0,0,107689.18332000003
2022-05-13 00:00:00,29020.8,30796.0,28730.4,30564.3,110267.016,2022-05-13 03:59:59.999,3292505550.40608,1046927.0,58427.736,1744985758.65474,0,39855.2,28151.9,0,0,0,1,0,0,107689.18332000003
2022-05-13 04:00:00,30564.4,31072.6,30153.0,30172.3,76486.077,2022-05-13 07:59:59.999,2336589737.19876,862536.0,39110.91,1195446258.29527,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-13 08:00:00,30172.4,30755.1,30160.6,30650.5,67835.381,2022-05-13 11:59:59.999,2062876693.03237,750407.0,35411.733,1077096299.59357,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-13 12:00:00,30652.1,31020.0,30200.0,30327.4,95355.476,2022-05-13 15:59:59.999,2921973185.96411,1092479.0,47509.478,1456549128.52895,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-13 16:00:00,30327.5,30516.3,29369.7,30076.0,108752.998,2022-05-13 19:59:59.999,3254149039.68941,1175015.0,54037.508,1617278006.87422,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-13 20:00:00,30076.0,30132.7,29180.1,29274.3,48923.157,2022-05-13 23:59:59.999,1453346438.82882,579645.0,22941.934,681863245.7535,0,39855.2,28151.9,0,0,0,0,0,1,107689.18332000003
2022-05-14 00:00:00,29274.2,29799.9,29209.8,29563.4,40050.66,2022-05-14 03:59:59.999,1183526354.92899,500647.0,20247.942,598404498.94138,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-14 04:00:00,29563.4,29600.0,29203.3,29414.1,31048.855,2022-05-14 07:59:59.999,913614410.20171,434133.0,15563.368,458045574.12623,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-14 08:00:00,29414.0,29589.0,28812.4,29065.0,52594.926,2022-05-14 11:59:59.999,1536652411.40894,629820.0,26123.014,763455293.05231,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-14 12:00:00,29065.3,29249.9,28644.0,28812.6,57131.969,2022-05-14 15:59:59.999,1652090799.14595,694214.0,28191.176,815350917.84303,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-14 16:00:00,28812.5,29934.7,28602.3,29325.8,84282.613,2022-05-14 19:59:59.999,2476902423.18304,883482.0,43382.09,1275176600.06053,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-14 20:00:00,29325.8,30352.2,29271.2,30079.8,50647.872,2022-05-14 23:59:59.999,1510837286.41598,614683.0,26678.034,796099009.22782,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-15 00:00:00,30079.5,30262.7,29533.1,29715.9,38849.805,2022-05-15 03:59:59.999,1161172765.09633,463856.0,18620.363,556769424.84783,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-15 04:00:00,29716.0,30050.0,29448.0,29811.6,37827.052,2022-05-15 07:59:59.999,1126298277.5443,443816.0,19431.867,578728169.89145,0,39855.2,28151.9,0,0,0,0,0,0,107689.18332000003
2022-05-15 08:00:00,29811.5,30321.9,29525.1,30224.8,51358.098,2022-05-15 11:59:59.999,1533767235.17762,596634.0,26977.173,806004457.41024,0,39855.2,28812.6,0,0,0,1,0,0,106708.93377000003
2022-05-15 12:00:00,30225.9,30555.0,29747.6,30003.5,76900.44,2022-05-15 15:59:59.999,2318492782.39947,823108.0,38398.809,1157951348.4018,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-15 16:00:00,30003.4,30500.0,29919.5,30452.2,48951.78,2022-05-15 19:59:59.999,1477316779.29249,568633.0,26179.34,790183371.81008,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-15 20:00:00,30452.1,31462.0,30346.4,31324.4,82885.964,2022-05-15 23:59:59.999,2572009656.17155,842847.0,44403.525,1377939492.22819,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 00:00:00,31324.3,31327.4,30201.0,30315.0,55931.697,2022-05-16 03:59:59.999,1716899984.73421,629281.0,25800.191,791985307.68953,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 04:00:00,30314.9,30461.3,29280.0,29572.8,90895.415,2022-05-16 07:59:59.999,2711115364.3703,894093.0,43439.33,1295474502.42681,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 08:00:00,29572.7,30196.1,29417.3,29937.5,81539.021,2022-05-16 11:59:59.999,2430919843.67598,806218.0,40974.911,1221946872.98669,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 12:00:00,29939.6,30288.0,29309.5,29663.1,133342.385,2022-05-16 15:59:59.999,3964527298.66447,1215932.0,66177.527,1967885715.18415,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 16:00:00,29663.1,29980.3,29052.3,29564.3,93245.148,2022-05-16 19:59:59.999,2757649030.05759,868049.0,44699.317,1322562989.27673,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-16 20:00:00,29564.3,30257.0,29530.0,29866.7,52289.5,2022-05-16 23:59:59.999,1567212678.84562,600439.0,27264.411,817052039.2648,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-17 00:00:00,29866.4,30500.0,29750.1,30341.6,53785.837,2022-05-17 03:59:59.999,1619330154.06742,583889.0,28224.111,850005505.61217,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-17 04:00:00,30341.6,30576.4,30223.0,30394.3,41165.689,2022-05-17 07:59:59.999,1251035538.06337,466102.0,20804.692,632364880.28196,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-17 08:00:00,30394.2,30794.0,30258.3,30302.0,57387.036,2022-05-17 11:59:59.999,1751326145.60567,594521.0,28385.551,866440448.14578,0,39855.2,28812.6,0,0,0,0,0,0,106708.93377000003
2022-05-17 12:00:00,30302.0,30739.3,29928.0,30130.7,97153.144,2022-05-17 15:59:59.999,2945773009.62247,929150.0,48649.018,1475408761.95969,0,39855.2,29564.3,0,0,0,1,0,0,106708.93377000003
2022-05-17 16:00:00,30130.7,30300.0,29420.0,30081.2,107114.574,2022-05-17 19:59:59.999,3207538437.08957,1019767.0,52196.233,1563330004.56263,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-17 20:00:00,30081.2,30684.8,30027.0,30437.0,42018.239,2022-05-17 23:59:59.999,1275563741.95368,489706.0,22071.104,670010238.69256,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-18 00:00:00,30437.0,30700.0,29700.0,29815.2,55307.323,2022-05-18 03:59:59.999,1669806148.49348,552837.0,26230.485,792217506.68532,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-18 04:00:00,29815.3,30080.7,29633.4,29893.7,49436.063,2022-05-18 07:59:59.999,1476267970.73283,528994.0,25105.045,749814754.51274,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-18 08:00:00,29893.7,30038.2,29724.0,29818.1,43024.315,2022-05-18 11:59:59.999,1285205059.7452,469828.0,21392.311,639123670.20168,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-18 12:00:00,29818.1,29890.0,28850.0,28971.9,121263.956,2022-05-18 15:59:59.999,3557341259.01528,1104049.0,58003.585,1701767391.55705,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-18 16:00:00,28971.9,29534.4,28726.7,29257.6,97700.501,2022-05-18 19:59:59.999,2842181726.672,903774.0,50130.861,1458900029.97667,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-18 20:00:00,29257.5,29395.2,28629.6,28700.6,59968.299,2022-05-18 23:59:59.999,1741099121.61592,613199.0,28217.589,819578740.74808,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-19 00:00:00,28700.6,29339.5,28670.5,29179.6,61412.793,2022-05-19 03:59:59.999,1781057011.00587,608582.0,31797.92,922113531.48986,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-19 04:00:00,29179.5,29438.0,29014.2,29181.9,40690.292,2022-05-19 07:59:59.999,1187510211.79842,444480.0,19921.026,581495457.6051,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-19 08:00:00,29182.0,29525.1,28838.8,29482.2,67650.277,2022-05-19 11:59:59.999,1971423074.15163,688123.0,36016.216,1049937142.2552,0,39855.2,29564.3,0,1,0,0,0,0,106708.93377000003
2022-05-19 12:00:00,29482.2,30550.0,29345.0,30386.4,154452.064,2022-05-19 15:59:59.999,4608527112.14411,1365039.0,82316.265,2456779586.9565,0,39855.2,29564.3,0,0,0,0,0,0,106708.93377000003
2022-05-19 16:00:00,30386.4,30446.5,29953.2,29959.2,83371.963,2022-05-19 19:59:59.999,2516215966.13608,799772.0,41115.416,1240904230.95337,0,39855.2,28700.6,0,0,0,1,0,0,106708.93377000003
2022-05-19 20:00:00,29959.3,30492.0,29932.0,30319.9,41279.335,2022-05-19 23:59:59.999,1248308900.5379,478136.0,21916.301,662711190.93683,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-20 00:00:00,30319.9,30784.4,30121.4,30172.6,58522.199,2022-05-20 03:59:59.999,1778292837.53459,587778.0,29537.428,897695984.34367,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-20 04:00:00,30172.5,30360.0,29839.3,30251.5,53881.596,2022-05-20 07:59:59.999,1621412248.38341,543638.0,27166.023,817621137.11843,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-20 08:00:00,30251.6,30540.0,30105.8,30412.5,56094.454,2022-05-20 11:59:59.999,1700598609.06619,555944.0,28016.395,849486146.97813,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-20 12:00:00,30412.4,30448.9,29058.5,29142.0,153032.453,2022-05-20 15:59:59.999,4551804243.44205,1252212.0,73505.545,2186393659.51729,0,39855.2,28700.6,0,0,0,0,0,1,106708.93377000003
2022-05-20 16:00:00,29141.4,29338.0,28702.0,29271.7,125748.866,2022-05-20 19:59:59.999,3641602584.91024,1045092.0,60346.189,1748206113.04944,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-20 20:00:00,29269.5,29380.0,29110.0,29188.9,38159.603,2022-05-20 23:59:59.999,1115752058.56644,411962.0,18548.711,542423667.81974,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-21 00:00:00,29188.9,29331.7,28927.0,29246.8,31974.304,2022-05-21 03:59:59.999,932288822.3436,370581.0,15389.397,448801893.98945,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-21 04:00:00,29246.7,29555.0,29187.4,29411.1,30205.379,2022-05-21 07:59:59.999,886577145.63601,355547.0,16411.611,481794293.67324,0,39855.2,28700.6,0,0,0,0,0,0,106708.93377000003
2022-05-21 08:00:00,29411.1,29466.4,29131.8,29272.0,35202.23,2022-05-21 11:59:59.999,1031823802.58795,385938.0,17176.336,503566094.13281,0,39855.2,29142.0,0,0,0,1,0,0,106549.72677000004
2022-05-21 12:00:00,29271.9,29650.0,29167.1,29531.5,50185.967,2022-05-21 15:59:59.999,1473763242.94152,472237.0,26247.954,771047204.5123,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-21 16:00:00,29531.4,29646.0,29375.9,29452.2,34685.962,2022-05-21 19:59:59.999,1023093371.65979,359564.0,17179.293,506757246.5471,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-21 20:00:00,29452.2,29515.0,29295.5,29427.4,20550.247,2022-05-21 23:59:59.999,604284356.86826,235763.0,10120.605,297638457.56306,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 00:00:00,29427.4,29537.5,29308.3,29343.9,19324.922,2022-05-22 03:59:59.999,568615060.95655,213645.0,8797.105,258900359.12973,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 04:00:00,29343.8,29446.6,29223.6,29430.1,18871.105,2022-05-22 07:59:59.999,553809021.48218,206297.0,9868.371,289655429.91472,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 08:00:00,29430.1,30330.0,29400.0,29891.1,106993.651,2022-05-22 11:59:59.999,3205191503.82682,832611.0,57046.41,1708379633.26063,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 12:00:00,29891.1,30236.0,29664.6,29834.8,65218.648,2022-05-22 15:59:59.999,1955042086.90585,581638.0,31775.31,952567603.16267,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 16:00:00,29834.8,30181.6,29730.6,29932.7,41970.625,2022-05-22 19:59:59.999,1257230571.62246,412208.0,21419.626,641718183.42922,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-22 20:00:00,29932.7,30500.0,29900.0,30284.0,44737.489,2022-05-22 23:59:59.999,1352290011.60089,453418.0,22970.953,694386011.34149,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-23 00:00:00,30284.0,30450.0,30040.1,30165.3,33480.228,2022-05-23 03:59:59.999,1011448528.20498,356784.0,16796.473,507501073.57286,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-23 04:00:00,30165.2,30658.0,30100.0,30446.7,53478.268,2022-05-23 07:59:59.999,1626819607.8818,519469.0,28419.678,864591618.69354,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-23 08:00:00,30446.8,30620.0,30271.2,30393.8,55361.212,2022-05-23 11:59:59.999,1684610334.00736,534933.0,27642.169,841254461.95737,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-23 12:00:00,30393.8,30624.9,29907.2,30358.8,119952.262,2022-05-23 15:59:59.999,3636176674.19704,1017282.0,58807.397,1783273694.51823,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-23 16:00:00,30358.8,30531.8,29050.0,29062.8,127047.223,2022-05-23 19:59:59.999,3778722813.23771,1040157.0,58526.614,1741645728.78765,0,39855.2,29142.0,0,1,0,0,0,0,106549.72677000004
2022-05-23 20:00:00,29062.6,29470.0,28840.7,29097.7,86401.557,2022-05-23 23:59:59.999,2521682885.32599,765973.0,41287.66,1205282566.06089,0,39855.2,29142.0,0,1,0,0,0,0,106549.72677000004
2022-05-24 00:00:00,29097.8,29318.5,29040.0,29288.2,32491.136,2022-05-24 03:59:59.999,948741582.09912,359393.0,16216.109,473546957.9899,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-24 04:00:00,29288.1,29431.6,29229.4,29387.3,32242.468,2022-05-24 07:59:59.999,946196809.85222,333093.0,16287.3,478030347.83766,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-24 08:00:00,29387.3,29420.0,29100.8,29280.4,44269.441,2022-05-24 11:59:59.999,1296093771.31137,465291.0,21876.618,640561486.8631,0,39855.2,29142.0,0,0,0,0,0,0,106549.72677000004
2022-05-24 12:00:00,29280.3,29672.0,28637.6,29373.9,148995.37,2022-05-24 15:59:59.999,4333656127.77864,1198670.0,74131.038,2157087864.10535,0,39855.2,29062.8,0,0,0,1,0,0,106549.72677000004
2022-05-24 16:00:00,29374.0,29581.9,29080.0,29378.8,78913.332,2022-05-24 19:59:59.999,2314240107.3803,689889.0,38637.953,1133343523.72207,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-24 20:00:00,29378.8,29887.3,29250.0,29643.1,45212.702,2022-05-24 23:59:59.999,1336881171.25362,440266.0,24058.28,711501038.58802,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 00:00:00,29643.0,30246.7,29539.3,30188.9,63679.27,2022-05-25 03:59:59.999,1906665410.12269,544828.0,34219.795,1024684209.73935,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 04:00:00,30189.0,30209.3,29658.4,29695.6,58500.166,2022-05-25 07:59:59.999,1748908332.66897,553001.0,27636.349,826305109.00606,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 08:00:00,29695.7,29949.2,29338.3,29403.5,71565.846,2022-05-25 11:59:59.999,2121082732.36886,646117.0,33954.895,1006824870.83763,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 12:00:00,29403.5,29900.0,29330.0,29616.1,92207.869,2022-05-25 15:59:59.999,2734995752.29858,790805.0,47042.527,1395396491.11764,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 16:00:00,29616.0,30046.0,29415.7,29584.0,94318.17,2022-05-25 19:59:59.999,2805492472.87919,781782.0,46709.299,1389633559.0549,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
2022-05-25 20:00:00,29584.0,29867.2,29525.5,29536.7,33188.163,2022-05-25 23:59:59.999,985634977.40333,328415.0,16610.553,493307022.53313,0,39855.2,29062.8,0,0,0,0,0,0,106549.72677000004
